/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
en,es,3,complement,complemento,{n} /?k??mpl?m?nt/ (something which complements)
en,es,3,complement,complementar,{v} (to complete)
en,es,3,complement,"complementar, complementarse",{v} (to provide what the partner lacks and lack what the partner provides)
en,es,3,complementary,complementario,{adj} (acting as a complement)
en,es,3,complete,completo,{adj} (Finished; ended; concluded; completed)
en,es,3,complete,completo,{adj} (with everything included)
en,es,3,complete,terminar,{v} /k?m?pli?t/ (to finish)
en,es,3,complete,cumplir,{v} (to make whole or entire)
en,es,3,completely,completamente,{adv} (in a complete manner)
en,es,3,completely,"totalmente, enteramente",{adv}
en,es,3,completely,totalmente,{adv} (to the fullest extent or degree)
en,es,3,completeness,completitud {f},{n} (state or condition of being complete)
en,es,3,complex,complexo,{adj} (in mathematics)
en,es,3,complex,complicado,{adj} /k?m?pl?ks/ (intricate)
en,es,3,complex,complicado,{adj} (not simple or straightforward)
en,es,3,complex,,{n} (problem)
en,es,3,complex analysis,análisis complejo {m},{n} (the branch of mathematics that studies holomorphic functions)
en,es,3,complexion,tez {f},{n} /k?m?pl?k??n/ (appearance of the skin on the face)
en,es,3,complexity,complejidad {f},{n} /k?m?pl?k.s?.ti/ (The state of being complex; intricacy; entanglement)
en,es,3,complexity,complejidad {f},{n} (That which is complex; intricacy; complication)
en,es,3,complex number,número complejo {m},{n} (number of the form)
en,es,3,compliance,cumplimiento {m},{n} (act of complying)
en,es,3,compliance,cumplimiento {m},{n} (medical: accuracy with which a patient follows an agreed treatment plan)
en,es,3,compliancy,,{n} (state of being compliant)
en,es,3,complicate,complicar,{v} (to combine intricately)
en,es,3,complicated,complicado,{adj} (difficult or convoluted)
en,es,3,compliment,cumplido {m},"{n} /?k?mpl?m?nt/ (expression of praise, congratulation or encouragement)"
en,es,3,compliment,felicitar,{v} (to pay a compliment; to express a favorable opinion)
en,es,3,complimentary,lisonjero,{adj} /k?mpl??m?????i/ (in the nature of a compliment)
en,es,3,comply,"cumplir, acceder a",{v} (To yield assent)
en,es,3,component,componente {m},"{n} /k?m?po?n?nt/ (smaller, self-contained part of larger entity)"
en,es,3,comport,"conformarse con, acomodarse a, ponerse de acuerdo, coincidir",{v} /k?m?p??(?)t/ ( to be in agreement)
en,es,3,comport,"portarse, conducirse",{v} (to behave (usually reflexive) )
en,es,3,compose,componer,{v} /k?m?p??z/
en,es,3,composer,"compositor {m}, compositora {f}",{n} (one who composes music)
en,es,3,composition,composición,{n}
en,es,3,composition,composición {f},"{n} /?k?mp??z???n/ (work of music, literature or art)"
en,es,3,compost,compost {m},{n} /k?mpo?st/ (decayed remains of organic matter)
en,es,3,compost,compost,{v}
en,es,3,compound,compuesto {m},{adj} /?k?mpa?nd/ (composed of elements)
en,es,3,compound,compuesto {m},{n} (anything made by combining several things)
en,es,3,compound,compuesto químico,{n} (chemistry: substance made by chemical combination of elements)
en,es,3,compound,complejo {m},{n} /?k?mpa?nd/ (group of buildings for the same purpose)
en,es,3,compound eye,ojo compuesto {m},{n} (a visual organ found in arthropods such as insects and crustaceans)
en,es,3,compound word,palabra compuesta {f},{n} (word composed of others)
en,es,3,comprehend,comprender,{v} /k?mp???h?nd/ (to understand)
en,es,3,comprehensibility,comprensibilidad {f},{n} (The property of being understandable)
en,es,3,comprehensible,comprensible,{adj} (able to be comprehended)
en,es,3,comprehension,"comprensión {f}, entendimiento {m}",{n} (thorough understanding)
en,es,3,comprehensive,"completo, exhaustivo",{adj} /k?mp???h?ns?v/ (broadly or completely covering)
en,es,3,compress,comprimir,{v} /k?m?pr?s/ (to press together into a smaller space)
en,es,3,compress,,{v} (to abridge)
en,es,3,compress,comprimirse,{v} (to be pressed together)
en,es,3,compress,comprimir,{v} (to encode digital information into less bits)
en,es,3,compression,compresión {f},{n} /k?m.pr??.?n/
en,es,3,compromise,"acuerdo {m}, arreglo {m}, [legal] compromiso {m}",{n} /?k?mp???ma?z/ (settlement of differences by arbitration or by consent reached by mutual concessions)
en,es,3,compromise,comprometerse,{v} (to bind by mutual agreement)
en,es,3,comptroller,controlador,{n} /k?mp?tro?l??]/ (the chief accountant of a company or government)
en,es,3,compulsion,compulsión {f},{n} (irrational need to perform some action)
en,es,3,compulsive,compulsivo,{adj} (uncontrolled or reactive and unconscious)
en,es,3,compulsory,obligatorio,{adj}
en,es,3,compunction,"compunción {f}, remordimiento {m}",{n} (a pricking of conscience)
en,es,3,computation,cálculo {m},{n} (the act or process of computing)
en,es,3,computational,computazionale,{adj} (of or relating to computation)
en,es,3,computational linguistics,lingüística computacional,{n} (an interdisciplinary field dealing with the statistical and/or rule-based modeling of natural language)
en,es,3,compute,,{v} /k?mpju?t/ (to make sense)
en,es,3,computer,"[Chile, Colombia] computador {m}, [Latin America] computadora {f}, [Spain] ordenador {m}",{n} /k?m?pjut?/ (A programmable device)
en,es,3,computer game,juego de computadora {m},{n} (electronic game)
en,es,3,computer language,lenguaje de programación {m},{n} (programming language)
en,es,3,computer science,"informática {f}, computación {f}",{n} (study of computers and their architecture)
en,es,3,computer scientist,informático {m},{n} (one who studies or practises computer science)
en,es,3,computer virus,virus {m},{n} (a program)
en,es,3,computing,,{n} (calculation)
en,es,3,computing,computación,{n}
en,es,3,comrade,camarada {m} {f},"{n} (companion in battle, fellow soldier)"
en,es,3,comrade,camarada {m} {f},{n} (fellow socialist or communist)
en,es,3,comrade,compañero {m},"{n} /?k?mræd/ (mate, companion, or associate)"
en,es,3,comrade,"camarada {m} {f}, compañero {m}, compañera {f}",{n} (title used by a Communist regime)
en,es,3,comrade in arms,,{n} (brother-in-arms)
en,es,3,con,"engañar, estafar, timar","{v} /kan/ (to trick or defraud, usually for personal gain)"
en,es,3,con artist,estafador {m},"{n} (scam operator, conman)"
en,es,3,concatenate,"concatenar, concadenar",{v} /k?n?kæt?ne?t/ (link together)
en,es,3,concave,cóncavo,{adj} (curved inward)
en,es,3,concavity,concavidad {f},{n} (a concave structure or surface)
en,es,3,concavity,concavidad {f},{n} (the state of being concave)
en,es,3,conceal,"esconder, ocultar",{v} (to hide something)
en,es,3,concealer,corrector {m},{n} (cosmetic)
en,es,3,concede,"conceder, ceder",{v} /k?n?si?d/ (to yield or suffer; to surrender)
en,es,3,conceit,"engreimiento {m}, vanidad {f}",{n} (overly high self-esteem)
en,es,3,conceivable,"concebible, pensable, imaginable",{adj} (capable of being conceived or imagined; possible; credible; thinkable)
en,es,3,conceive,concebir,{v} (to become pregnant)
en,es,3,concentrate,concentrado {m},{n} (A substance that is in a condensed form)
en,es,3,concentrate,concentrarse,{v} (approach or meet in a common center)
en,es,3,concentrate,concentrar,"{v} / / (bring to, or direct toward, a common center)"
en,es,3,concentrate,concentrar,"{v} (increase the strength and diminish the bulk of, as of a liquid or an ore)"
en,es,3,concentration,concentración,{n}
en,es,3,concentration camp,campo de concentración {m},{n} (camp where large numbers of persons are detained)
en,es,3,concept,concepto {m},{n} /?k?n.s?pt/ (something understood and retained in the mind)
en,es,3,conception,concepción {f},{n} /k?n?s?p??n/ (initiation of an embryonic animal life)
en,es,3,conceptualize,,{v} (conceptualise)
en,es,3,concern,interés {m},{n} (that which affects one's welfare or happiness)
en,es,3,concern,preocupación {f},"{n} (The expression of solicitude, anxiety, or compassion toward a thing or person)"
en,es,3,concern,referirse a,{v} (to be of importance to)
en,es,3,concern,preocupar,{v} (to make somebody worried)
en,es,3,concert,concierto {m},{n} (a musical entertainment in which several voices or instruments take part)
en,es,3,concert,concierto {m},{n} /k?n?s?t/ (musical accordance or harmony)
en,es,3,concertina,"acordeón {m}, concertina {f}",{n} (the musical instrument)
en,es,3,concerto,concierto {m},{n} /k?n?t???.to/ (a piece of music for one or more solo instruments and orchestra)
en,es,3,concessive,concesivo,"{adj} (of, pertaining to, or being a concession)"
en,es,3,conch,concha,{n} /k??k/
en,es,3,conching,conchado {m},{n} (refine chocolate)
en,es,3,concierge,"conserje {m}, portero {m}",{n}
en,es,3,concierge,conserje {m} {f},{n} /?k?n.si?e?(?)?/ (one who attends to the slightest desire of hotel guests)
en,es,3,concierge,portero {m},{n} (one who attends to the maintenance of a building and provides services to its tenants and guests)
en,es,3,conciliate,"apaciguar, conciliar",{v} (make calm and content)
en,es,3,concise,"conciso, breve, sucinto",{adj} /k?n?sa?s/ (brief and precise)
en,es,3,concisely,concisamente,{adv} (in a concise manner)
en,es,3,conclave,cónclave {m},{n} (A private and secret meeting)
en,es,3,conclave,cónclave {m},{n} /?k?n.kle?v/ (Group of Roman Catholic cardinals)
en,es,3,conclude,concluir,{v} /k?n.?klu?d/ (to end)
en,es,3,conclusion,conclusión {f},"{n} (decision, judgment)"
en,es,3,conclusion,conclusión {f},"{n} /k?n?klu???n/ (end, final part)"
en,es,3,conclusion,conclusión {f},{n} (of a syllogism)
en,es,3,conclusion,conclusión {f},{n} (outcome)
en,es,3,concoction,"brebaje {m}, poción {f}, mejunje {m}",{n} /k?n?k?k??n/ (mixture so prepared)
en,es,3,concomitant,concomitante,{adj} /k?n?k??m?t?nt/ (following as a consequence)
en,es,3,concord,concordia {f},{n} (A state of agreement; harmony; union)
en,es,3,concord,concordancia {f},{n}
en,es,3,concordant,concordante – Syn.: concorde,"{adj} (agreeing, correspondent, harmonious)"
en,es,3,concourse,explanada {f},{n} (A large open space in a building where people can gather)
en,es,3,concrete,"concreto, específico","{adj} /?k??nkri?t/ (particular, perceivable, real)"
en,es,3,concrete,"de concreto, de hormigón",{adj} (made of concrete)
en,es,3,concrete,concreto,{adj} (not abstract)
en,es,3,concrete,"hormigón {m}, concreto {m}",{n} (building material)
en,es,3,concrete,hormigonar,{v} (cover with concrete)
en,es,3,concrete,concretizar,{v} (solidify)
en,es,3,concrete mixer,,{n} (cement mixer)
en,es,3,concrete noun,sustantivo concreto {m},{n} (noun that denotes a tangible thing)
en,es,3,concrete term,término concreto {m},"{n} (a term which expresses material facts, actions and events)"
en,es,3,concretion,concreción {m},{n} (The process of)
en,es,3,concretism,concretismo {m},{prop} (abstractionist movement)
en,es,3,concubinage,concubinato {m},{n} (the state of cohabitating while not married)
en,es,3,concubine,concubina {f},"{n} /?k??kj?ba?n/ (a woman who lives with a man, but who is not a wife)"
en,es,3,concubine,,{n} (mistress)
en,es,3,concubine,,{n} (slave-girl)
en,es,3,concupiscence,concupiscencia,{n} /k?n?kju?p?s?ns/ (Ardent desire)
en,es,3,concur,reunirse,{v} (To meet in the same point)
en,es,3,concur,concurrir,{v} (To run together; to meet)
en,es,3,concur,"estar de acuerdo, acordar, concurrir",{v} (To unite or agree)
en,es,3,concurrent,"concurrente, paralelo",{adj}
en,es,3,condemn,condenar,{v} (to confer eternal divine punishment upon)
en,es,3,condemnation,condenación,{n} (act of condemning or pronouncing to be wrong)
en,es,3,condemned,condenado,{adj}
en,es,3,condensation,condensación,"{n} (physics, The conversion of a gas to a liquid)"
en,es,3,condensation,condensación {f},{n} (The act or process of)
en,es,3,condense,condensar,{v} (to be transformed into a liquid)
en,es,3,condense,condensar,{v} (to decrease size or volume)
en,es,3,condense,condensar,{v} (to transform something into a liquid)
en,es,3,condensed milk,leche condensada {f},{n} (Milk that has been reduced and sweetened to the consistency of syrup)
en,es,3,condenser,,{n} (capacitor)
en,es,3,condescend,condescender,{v} /?k??nd??s?nd/ (consent)
en,es,3,condescendence,,{n} (condescension)
en,es,3,condescending,condescendiente,{adj} /?k?n.d?.s?nd.??/ (assuming a tone of superiority or a patronizing attitude)
en,es,3,condescendingly,condescendientemente,{adv} /k?n.d??sen.d??.li/ (In a condescending manner)
en,es,3,condiment,condimento {m},{n} /?k?n.d?.m?nt/ (something used to enhance flavor)
en,es,3,condition,situación {f},{n} (health status of a patient)
en,es,3,condition,condición {f},{n} /k?n?d???n/ (logical clause or phrase)
en,es,3,conditional,condicional {m},{n}
en,es,3,conditional,condicional {m},{n} (mood)
en,es,3,conditionally,condicionalmente,{adv} (under specified conditions)
en,es,3,conditional mood,condicional {m},{n} (contingent upon something else)
en,es,3,conditional perfect,condicional anterior {m},{n} (grammatical tense)
en,es,3,conditional sentence,,{n} (probation)
en,es,3,conditioned response,,{n} (conditioned reflex)
en,es,3,conditioner,acondicionador,{n} (anything that improves the condition of something)
en,es,3,conditioner,,{n} (hair conditioner)
en,es,3,condolence,pésame,{n} /?k?nd?l?ns/ (sympathy when someone has died)
en,es,3,condolence card,,{n} (sympathy card)
en,es,3,condolences,pésame {m},{n} /k?n?do?l?ns?z/ (funeral expression)
en,es,3,condom,"preservativo {m}, condón {m}, goma {f}",{n} /?k?nd?m/ (flexible sleeve worn on the penis)
en,es,3,condor,cóndor {m},{n} (Andean condor)
en,es,3,condor,cóndor {m},{n} (California condor)
en,es,3,conduct,conducción {f},{n} /?k?nd?kt/ (act or method of controlling or directing)
en,es,3,conduct,conducta {f},{n} (manner of guiding or carrying one's self)
en,es,3,conduct,conducir,"{v} (act as a conductor (of heat, electricity, etc.))"
en,es,3,conduct,"dirigir, manejar, conducir",{v} (direct or manage)
en,es,3,conduct,guiar,{v} (lead or guide)
en,es,3,conduct,dirigir,{v} (music: to direct)
en,es,3,conduct,comportarse,{v} (reflexively: behave)
en,es,3,conduct,conducir,{v} (to serve as a medium for conveying)
en,es,3,conduction,conducción {f},{n} (conveying of heat or electricity through material)
en,es,3,conductive,conductivo {m},{adj} (able to conduct electrical current or heat)
en,es,3,conductivity,conductividad {f},{n} (ability to conduct)
en,es,3,conductor,director {m},"{n} /k?n?d?kt?/ (person who conducts an orchestra, choir or other music ensemble)"
en,es,3,conductor,conductor {m},"{n} (something which can transmit electricity, heat, light or sound)"
en,es,3,conduit,conducto {m},{n} (pipe or channel for conveying water)
en,es,3,condyle,cóndilo {m},{n} /?k?nda?l/ (prominence on a bone)
en,es,3,cone,cono,{n} (anything shaped like a cone)
en,es,3,cone,"cono, cucurucho, barquillo",{n}
en,es,3,cone,"cono {m}, estróbilo {m}",{n} (fruit of conifers)
en,es,3,cone,,{n} (ice-cream cone)
en,es,3,cone,cono {m},{n} (photosensitive cell in retina)
en,es,3,cone,cono,{n} (solid of revolution)
en,es,3,cone,cono,{n} (surface of revolution)
en,es,3,confection,"confección, hechura {f}",{n} /k?n?f?k??n/ (food item)
en,es,3,confectioner,"pastelero {m}, pastelera {f}",{n} (a manufacturer of or dealer in confections)
en,es,3,confectioner's,confitería {f},{n} (a shop that sells confectionery)
en,es,3,confectioner's cream,crema pastelera {f},{n} (cream used by confectioners)
en,es,3,confectioners sugar,,{n} (powdered sugar)
en,es,3,confectioners' sugar,,{n} (powdered sugar)
en,es,3,confectionery,confitería {f},{n} (business of manufacturing confectionery)
en,es,3,confectionery,confitería {f},{n} (shop where confectionery is sold)
en,es,3,confederacy,confederación,{n} (Alliance)
en,es,3,confederation,confederación {f},{n} (union or alliance of states)
en,es,3,confer,"debatir, consultar","{v} /k?n?f??/ (discuss, consult)"
en,es,3,conference,conferencia {f},{n} /?k??nf???ns/ (a meeting of people)
en,es,3,conference call,,{n} (telephone conference)
en,es,3,confessedly,,{adv} (admittedly)
en,es,3,confession,confesión {f},{n} (Disclosure of one's sins to a priest)
en,es,3,confession,confesión {f},{n} /k?n?f???n/ (Open admittance of having done something)
en,es,3,confessional,confesionario {m},{n} (a small room where confession is performed)
en,es,3,confessor,confesante {m} {f},{n} /k?n?f?s?/ (Priest who hears confession)
en,es,3,confetti,"confeti {m}, papel picado {m}",{n} /k?n?f?ti/ (small pieces of colored paper generally thrown about at festive occasions)
en,es,3,confidant,confidente,{n} /?k?n.f?.d?nt/ (a person in whom one can confide or share one's secrets: a friend)
en,es,3,confide,confiar,{v} /k?n?fa?d/ (To)
